city,date,new_cases_raw,new_cases_7dayMA,new_deaths_raw,new_deaths_7dayMA,new_hosp_raw,new_hosp_7dayMA,pct_positive_7dayMA
Los Angeles,2020-06-05,1183,1183,38,38,,,7.05
Los Angeles,2020-06-06,1206,1206,37,37,,,6.92
Los Angeles,2020-06-07,1236,1236,38,38,,,6.94
Los Angeles,2020-06-08,1287,1287,38,38,,,6.98
Los Angeles,2020-06-09,1279,1279,39,39,,,6.66
Los Angeles,2020-06-10,1303,1303,36,36,,,6.65
Los Angeles,2020-06-11,1285,1285,33,33,,,6.75
Los Angeles,2020-06-12,1301,1301,32,32,,,6.78
Los Angeles,2020-06-13,1326,1326,31,31,,,7
Los Angeles,2020-06-14,1349,1349,30,30,,,7.07
Los Angeles,2020-06-15,1413,1413,29,29,,,7.23
Los Angeles,2020-06-16,1486,1486,28,28,,,7.68
Los Angeles,2020-06-17,1544,1544,30,30,,,8.06
Los Angeles,2020-06-18,1603,1603,30,30,,,8.39
Los Angeles,2020-06-19,1647,1647,31,31,,,8.8
Los Angeles,2020-06-20,1681,1681,33,33,,,9.14
Los Angeles,2020-06-21,1693,1693,33,33,,,9.29
Los Angeles,2020-06-22,1722,1722,32,32,,,9.44
Los Angeles,2020-06-23,1804,1804,32,32,,,9.56
Los Angeles,2020-06-24,1910,1910,32,32,,,9.53
Los Angeles,2020-06-25,2066,2066,31,31,,,9.44
Los Angeles,2020-06-26,2216,2216,30,30,,,9.42
Los Angeles,2020-06-27,2294,2294,28,28,,,9.3
Los Angeles,2020-06-28,2316,2316,30,30,,,9.25
Los Angeles,2020-06-29,2423,2423,30,30,,,9.27
Los Angeles,2020-06-30,2510,2510,32,32,,,9.27
Los Angeles,2020-07-01,2620,2620,31,31,,,9.27
Los Angeles,2020-07-02,2667,2667,34,34,,,9.21
Los Angeles,2020-07-03,2475,2475,34,34,,,9.31
Los Angeles,2020-07-04,2312,2312,34,34,,,9.36
Los Angeles,2020-07-05,2324,2324,34,34,,,9.44
Los Angeles,2020-07-06,2289,2289,35,35,,,9.43
Los Angeles,2020-07-07,2349,2349,34,34,,,9.43
Los Angeles,2020-07-08,2343,2343,35,35,,,9.31
Los Angeles,2020-07-09,2357,2357,34,34,,,9.42
Los Angeles,2020-07-10,2609,2609,35,35,,,9.27
Los Angeles,2020-07-11,2831,2831,35,35,,,9.22
Los Angeles,2020-07-12,2839,2839,34,34,,,9.2
Los Angeles,2020-07-13,2961,2961,37,37,,,9.16
Los Angeles,2020-07-14,2949,2949,39,39,,,9
Los Angeles,2020-07-15,2900,2900,39,39,,,8.73
Los Angeles,2020-07-16,2909,2909,41,41,,,8.42
Los Angeles,2020-07-17,2910,2910,40,40,,,8.26
Los Angeles,2020-07-18,2895,2895,40,40,,,8.17
Los Angeles,2020-07-19,2869,2869,41,41,,,7.96
Los Angeles,2020-07-20,2848,2848,39,39,,,7.67
Los Angeles,2020-07-21,2827,2827,39,39,,,7.43
Los Angeles,2020-07-22,2822,2822,41,41,,,7.46
Los Angeles,2020-07-23,2707,2707,40,40,,,7.6
Los Angeles,2020-07-24,2597,2597,40,40,,,7.85
Los Angeles,2020-07-25,2551,2551,42,42,,,7.96
Los Angeles,2020-07-26,2513,2513,43,43,,,8.03
Los Angeles,2020-07-27,2398,2398,43,43,,,7.85
Los Angeles,2020-07-28,2303,2303,41,41,,,7.71
Los Angeles,2020-07-29,2208,2208,40,40,,,7.51
Los Angeles,2020-07-30,2159,2159,40,40,,,7.19
Los Angeles,2020-07-31,2104,2104,40,40,,,6.68
Los Angeles,2020-08-01,2047,2047,40,40,,,6.44
Los Angeles,2020-08-02,2038,2038,40,40,,,6.43
Los Angeles,2020-08-03,1975,1975,40,40,,,6.57
Los Angeles,2020-08-04,1919,1919,42,42,,,6.51
Los Angeles,2020-08-05,1873,1873,41,41,,,6.45
Los Angeles,2020-08-06,1816,1816,40,40,,,6.39
Los Angeles,2020-08-07,1781,1781,40,40,,,6.46
Los Angeles,2020-08-08,1732,1732,38,38,,,6.43
Los Angeles,2020-08-09,1720,1720,38,38,,,6.43
Los Angeles,2020-08-10,1703,1703,38,38,,,6.39
Los Angeles,2020-08-11,1629,1629,38,38,,,6.39
Los Angeles,2020-08-12,1574,1574,37,37,,,6.36
Los Angeles,2020-08-13,1523,1523,37,37,,,6.36
Los Angeles,2020-08-14,1456,1456,37,37,,,6.29
Los Angeles,2020-08-15,1428,1428,36,36,,,6.28
Los Angeles,2020-08-16,1412,1412,36,36,,,6.28
Los Angeles,2020-08-17,1336,1336,35,35,,,6.11
Los Angeles,2020-08-18,1305,1305,33,33,,,6.09
Los Angeles,2020-08-19,1272,1272,35,35,,,6
Los Angeles,2020-08-20,1247,1247,36,36,,,5.95
Los Angeles,2020-08-21,1228,1228,35,35,,,5.85
Los Angeles,2020-08-22,1199,1199,36,36,,,5.74
Los Angeles,2020-08-23,1193,1193,35,35,,,5.74
Los Angeles,2020-08-24,1195,1195,33,33,,,5.7
Los Angeles,2020-08-25,1167,1167,33,33,,,5.6
Los Angeles,2020-08-26,1165,1165,31,31,,,5.48
Los Angeles,2020-08-27,1143,1143,30,30,,,5.4
Los Angeles,2020-08-28,1109,1109,29,29,,,5.31
Los Angeles,2020-08-29,1102,1102,28,28,,,5.23
Los Angeles,2020-08-30,1091,1091,29,29,,,5.16
Los Angeles,2020-08-31,1047,1047,30,30,,,5.03
Los Angeles,2020-09-01,1023,1023,29,29,,,4.88
Los Angeles,2020-09-02,998,998,29,29,,,4.77
Los Angeles,2020-09-03,974,974,28,28,,,4.64
Los Angeles,2020-09-04,963,963,29,29,,,4.55
Los Angeles,2020-09-05,908,908,27,27,,,4.42
Los Angeles,2020-09-06,902,902,25,25,,,4.42
Los Angeles,2020-09-07,780,780,25,25,,,4.33
Los Angeles,2020-09-08,790,790,25,25,,,4.3
Los Angeles,2020-09-09,765,765,26,26,,,4.2
Los Angeles,2020-09-10,753,753,26,26,,,4.02
Los Angeles,2020-09-11,754,754,25,25,,,3.86
Los Angeles,2020-09-12,780,780,25,25,,,3.86
Los Angeles,2020-09-13,770,770,24,24,,,3.8
Los Angeles,2020-09-14,880,880,23,23,,,3.79
Los Angeles,2020-09-15,854,854,22,22,,,3.66
Los Angeles,2020-09-16,871,871,21,21,,,3.66
Los Angeles,2020-09-17,891,891,20,20,,,3.66
Los Angeles,2020-09-18,887,887,18,18,,,3.68
Los Angeles,2020-09-19,897,897,18,18,,,3.7
Los Angeles,2020-09-20,918,918,17,17,,,3.76
Los Angeles,2020-09-21,931,931,17,17,,,3.71
Los Angeles,2020-09-22,945,945,17,17,,,3.66
Los Angeles,2020-09-23,941,941,18,18,,,3.56
Los Angeles,2020-09-24,958,958,18,18,,,3.6
Los Angeles,2020-09-25,976,976,18,18,,,3.66
Los Angeles,2020-09-26,980,980,19,19,,,3.69
Los Angeles,2020-09-27,984,984,19,19,,,3.68
Los Angeles,2020-09-28,959,959,20,20,,,3.69
Los Angeles,2020-09-29,966,966,19,19,,,3.75
Los Angeles,2020-09-30,971,971,17,17,,,3.78
Los Angeles,2020-10-01,969,969,16,16,,,3.75
Los Angeles,2020-10-02,973,973,15,15,,,3.64
Los Angeles,2020-10-03,994,994,14,14,,,3.6
Los Angeles,2020-10-04,998,998,14,14,,,3.56
Los Angeles,2020-10-05,1004,1004,13,13,,,3.57
Los Angeles,2020-10-06,975,975,14,14,,,3.46
Los Angeles,2020-10-07,998,998,15,15,,,3.45
Los Angeles,2020-10-08,1004,1004,16,16,,,3.4
Los Angeles,2020-10-09,1024,1024,16,16,,,3.44
Los Angeles,2020-10-10,1047,1047,15,15,,,3.54
Los Angeles,2020-10-11,1047,1047,15,15,,,3.57
Los Angeles,2020-10-12,1106,1106,15,15,,,3.58
Los Angeles,2020-10-13,1152,1152,15,15,,,3.63
Los Angeles,2020-10-14,1154,1154,15,15,,,3.63
Los Angeles,2020-10-15,1178,1178,14,14,,,3.69
Los Angeles,2020-10-16,1192,1192,15,15,,,3.71
Los Angeles,2020-10-17,1192,1192,15,15,,,3.69
Los Angeles,2020-10-18,1211,1211,15,15,,,3.73
Los Angeles,2020-10-19,1253,1253,15,15,,,3.8
Los Angeles,2020-10-20,1312,1312,14,14,,,3.89
Los Angeles,2020-10-21,1362,1362,14,14,,,3.94
Los Angeles,2020-10-22,1402,1402,14,14,,,3.96
Los Angeles,2020-10-23,1432,1432,14,14,,,4.03
Los Angeles,2020-10-24,1436,1436,14,14,,,4.04
Los Angeles,2020-10-25,1449,1449,15,15,,,3.99
Los Angeles,2020-10-26,1398,1398,15,15,,,3.9
Los Angeles,2020-10-27,1346,1346,15,15,,,3.82
Los Angeles,2020-10-28,1272,1272,15,15,,,3.7
Los Angeles,2020-10-29,1216,1216,15,15,,,3.7
Los Angeles,2020-10-30,1177,1177,13,13,,,3.74
Los Angeles,2020-10-31,1179,1179,13,13,,,3.81
Los Angeles,2020-11-01,1171,1171,14,14,,,3.88
Los Angeles,2020-11-02,1226,1226,13,13,,,4.07
Los Angeles,2020-11-03,1341,1341,13,13,,,4.29
Los Angeles,2020-11-04,1515,1515,13,13,,,4.62
Los Angeles,2020-11-05,1672,1672,11,11,,,4.84
Los Angeles,2020-11-06,1809,1809,12,12,,,4.95
Los Angeles,2020-11-07,1899,1899,12,12,,,5.03
Los Angeles,2020-11-08,1923,1923,11,11,,,5.06
Los Angeles,2020-11-09,2051,2051,11,11,,,5.17
Los Angeles,2020-11-10,2122,2122,10,10,,,5.28
Los Angeles,2020-11-11,2172,2172,10,10,,,5.47
Los Angeles,2020-11-12,2258,2258,10,10,,,5.63
Los Angeles,2020-11-13,2387,2387,9,9,,,5.85
Los Angeles,2020-11-14,2406,2406,9,9,,,5.97
Los Angeles,2020-11-15,2345,2345,8,8,,,5.97
Los Angeles,2020-11-16,1969,1969,7,7,,,6.14
New York City,2020-03-06,8,3,0,0,5,2,
New York City,2020-03-07,7,3,0,0,6,3,
New York City,2020-03-08,21,6,0,0,15,5,
New York City,2020-03-09,57,15,0,0,30,10,11.73
New York City,2020-03-10,69,24,0,0,49,16,13
New York City,2020-03-11,155,46,1,0,73,27,13.72
New York City,2020-03-12,355,96,0,0,79,37,16.11
New York City,2020-03-13,619,183,0,0,145,57,18.82
New York City,2020-03-14,642,274,2,0,155,78,22.58
New York City,2020-03-15,1035,419,4,1,196,104,26.14
New York City,2020-03-16,2121,714,8,2,330,147,30.21
New York City,2020-03-17,2452,1054,8,3,359,191,34.29
New York City,2020-03-18,2971,1456,20,6,491,251,38.15
New York City,2020-03-19,3707,1935,24,9,570,321,41.7
New York City,2020-03-20,4007,2419,47,16,703,401,44.96
New York City,2020-03-21,2637,2704,44,22,736,484,47.48
New York City,2020-03-22,2579,2925,49,29,764,565,49.5
New York City,2020-03-23,3570,3132,82,39,1114,677,52.27
New York City,2020-03-24,4501,3425,95,52,1244,803,54.77
New York City,2020-03-25,4874,3696,124,66,1394,932,57.07
New York City,2020-03-26,5047,3888,186,90,1546,1072,59.93
New York City,2020-03-27,5116,4046,218,114,1501,1186,62.21
New York City,2020-03-28,3480,4167,273,147,1439,1286,64.51
New York City,2020-03-29,3562,4307,291,181,1474,1387,66.24
New York City,2020-03-30,6130,4673,325,216,1836,1491,67.19
New York City,2020-03-31,5458,4810,385,257,1805,1571,67.94
New York City,2020-04-01,5449,4892,447,304,1759,1623,67.88
New York City,2020-04-02,5747,4992,497,348,1734,1650,66.74
New York City,2020-04-03,5669,5071,498,388,1688,1676,65.39
New York City,2020-04-04,3864,5126,511,422,1431,1675,63.67
New York City,2020-04-05,3781,5157,578,463,1394,1664,61.86
New York City,2020-04-06,6354,5189,575,499,1806,1660,60
New York City,2020-04-07,6042,5272,598,529,1686,1643,58.28
New York City,2020-04-08,5579,5291,568,546,1618,1622,56.81
New York City,2020-04-09,5071,5194,559,555,1481,1586,55.82
New York City,2020-04-10,4510,5029,539,561,1394,1544,55.48
New York City,2020-04-11,3732,5010,542,566,1165,1506,54.38
New York City,2020-04-12,2887,4882,571,565,1031,1454,52.99
New York City,2020-04-13,3312,4448,570,564,1265,1377,51.53
New York City,2020-04-14,4143,4176,507,551,1129,1298,49.75
New York City,2020-04-15,3876,3933,454,535,1004,1210,47.61
New York City,2020-04-16,3530,3713,413,514,905,1128,45.12
New York City,2020-04-17,3583,3580,384,492,898,1057,42.03
New York City,2020-04-18,2172,3358,390,470,668,986,39.37
New York City,2020-04-19,2346,3280,400,445,588,922,37.41
New York City,2020-04-20,3792,3349,363,416,709,843,35.45
New York City,2020-04-21,3063,3195,323,390,656,775,33.82
New York City,2020-04-22,3447,3133,311,369,577,714,32.72
New York City,2020-04-23,2841,3035,330,357,505,657,31.63
New York City,2020-04-24,2535,2885,314,347,519,603,30.67
New York City,2020-04-25,1595,2803,263,329,366,560,29.68
New York City,2020-04-26,1003,2611,246,307,340,525,28.09
New York City,2020-04-27,2288,2396,269,294,393,479,26.72
New York City,2020-04-28,2728,2348,229,280,395,442,25.56
New York City,2020-04-29,2341,2190,237,270,327,406,24.2
New York City,2020-04-30,2022,2073,224,255,283,375,22.97
New York City,2020-05-01,1887,1981,210,240,292,342,21.9
New York City,2020-05-02,1058,1904,190,229,225,322,20.95
New York City,2020-05-03,786,1873,177,219,217,305,20.23
New York City,2020-05-04,1550,1767,158,204,254,285,19.2
New York City,2020-05-05,1511,1594,151,192,229,261,18.1
New York City,2020-05-06,1398,1459,151,180,231,247,17.16
New York City,2020-05-07,1237,1347,143,169,196,235,16.25
New York City,2020-05-08,1082,1232,131,157,209,223,15.33
New York City,2020-05-09,657,1174,99,144,147,212,14.64
New York City,2020-05-10,457,1127,103,134,108,196,13.82
New York City,2020-05-11,1231,1082,104,126,193,188,13.2
New York City,2020-05-12,1285,1050,90,117,136,174,12.55
New York City,2020-05-13,1334,1040,83,108,151,163,12.07
New York City,2020-05-14,1111,1022,70,97,146,156,11.66
New York City,2020-05-15,873,993,86,91,140,146,11.24
New York City,2020-05-16,485,968,83,88,92,138,10.54
New York City,2020-05-17,360,954,77,85,83,134,9.98
New York City,2020-05-18,895,906,59,78,113,123,9.45
New York City,2020-05-19,1004,866,55,73,129,122,9.04
New York City,2020-05-20,1076,829,79,73,88,113,8.45
New York City,2020-05-21,1069,823,45,69,95,106,7.94
New York City,2020-05-22,1038,847,65,66,115,102,7.38
New York City,2020-05-23,456,843,60,63,72,99,6.86
New York City,2020-05-24,467,858,49,59,82,99,6.49
New York City,2020-05-25,465,796,47,57,86,95,6.17
New York City,2020-05-26,1053,803,38,55,77,88,5.78
New York City,2020-05-27,745,756,49,50,86,88,5.57
New York City,2020-05-28,646,696,38,49,79,85,5.24
New York City,2020-05-29,643,639,43,46,89,82,4.95
New York City,2020-05-30,348,624,52,45,58,80,4.74
New York City,2020-05-31,230,590,39,44,63,77,4.47
New York City,2020-06-01,686,622,35,42,81,76,4.21
New York City,2020-06-02,573,553,37,42,72,75,3.95
New York City,2020-06-03,514,520,43,41,80,75,3.71
New York City,2020-06-04,523,502,33,40,75,74,3.56
New York City,2020-06-05,404,468,28,38,58,70,3.33
New York City,2020-06-06,247,454,34,36,41,67,3.12
New York City,2020-06-07,197,449,25,34,55,66,3.01
New York City,2020-06-08,450,415,39,34,62,63,2.87
New York City,2020-06-09,421,394,31,33,61,62,2.71
New York City,2020-06-10,365,372,32,32,60,59,2.56
New York City,2020-06-11,365,350,21,30,57,56,2.42
New York City,2020-06-12,410,351,23,29,60,57,2.39
New York City,2020-06-13,197,344,15,27,38,56,2.29
New York City,2020-06-14,180,341,23,26,43,54,2.17
New York City,2020-06-15,381,331,20,24,56,54,2.09
New York City,2020-06-16,420,331,16,21,62,54,2.05
New York City,2020-06-17,356,330,19,20,51,52,2
New York City,2020-06-18,378,332,17,19,56,52,1.93
New York City,2020-06-19,362,325,15,18,53,51,1.88
New York City,2020-06-20,203,326,17,18,30,50,1.87
New York City,2020-06-21,172,325,23,18,42,50,1.87
New York City,2020-06-22,401,327,17,18,55,50,1.86
New York City,2020-06-23,382,322,19,18,46,48,1.84
New York City,2020-06-24,381,326,17,18,51,48,1.83
New York City,2020-06-25,299,314,15,18,45,46,1.79
New York City,2020-06-26,315,308,17,18,41,44,1.76
New York City,2020-06-27,206,308,12,17,40,46,1.72
New York City,2020-06-28,202,312,11,15,35,45,1.67
New York City,2020-06-29,438,318,16,15,50,44,1.66
New York City,2020-06-30,441,326,11,14,49,44,1.67
New York City,2020-07-01,397,328,9,13,43,43,1.64
New York City,2020-07-02,416,345,15,13,48,44,1.67
New York City,2020-07-03,235,334,11,12,29,42,1.71
New York City,2020-07-04,120,321,5,11,32,41,1.74
New York City,2020-07-05,154,314,9,11,25,39,1.71
New York City,2020-07-06,432,314,6,9,61,41,1.71
New York City,2020-07-07,460,316,6,9,49,41,1.72
New York City,2020-07-08,437,322,14,9,32,39,1.72
New York City,2020-07-09,392,319,6,8,50,40,1.71
New York City,2020-07-10,307,329,6,7,43,42,1.68
New York City,2020-07-11,259,349,8,8,32,42,1.7
New York City,2020-07-12,224,359,4,7,28,42,1.77
New York City,2020-07-13,483,366,14,8,49,40,1.79
New York City,2020-07-14,402,358,10,9,42,39,1.75
New York City,2020-07-15,439,358,12,9,45,41,1.75
New York City,2020-07-16,416,361,6,9,36,39,1.77
New York City,2020-07-17,417,377,11,9,54,41,1.78
New York City,2020-07-18,216,371,9,9,29,40,1.74
New York City,2020-07-19,175,364,7,10,34,41,1.68
New York City,2020-07-20,402,352,7,9,34,39,1.65
New York City,2020-07-21,340,344,6,8,30,37,1.63
New York City,2020-07-22,330,328,7,8,38,36,1.6
New York City,2020-07-23,308,313,8,8,38,37,1.56
New York City,2020-07-24,300,296,5,7,40,35,1.53
New York City,2020-07-25,153,287,11,7,34,35,1.49
New York City,2020-07-26,140,282,7,7,26,34,1.49
New York City,2020-07-27,314,269,4,7,44,36,1.44
New York City,2020-07-28,313,265,11,8,40,37,1.44
New York City,2020-07-29,290,260,5,7,30,36,1.42
New York City,2020-07-30,274,255,4,7,36,36,1.39
New York City,2020-07-31,262,249,3,6,33,35,1.37
New York City,2020-08-01,189,255,6,6,31,34,1.41
New York City,2020-08-02,137,254,2,5,34,35,1.39
New York City,2020-08-03,348,259,2,5,40,35,1.4
New York City,2020-08-04,187,241,4,4,39,35,1.37
New York City,2020-08-05,298,242,7,4,38,36,1.38
New York City,2020-08-06,289,244,5,4,36,36,1.38
New York City,2020-08-07,257,244,3,4,26,35,1.36
New York City,2020-08-08,161,240,4,4,17,33,1.3
New York City,2020-08-09,133,239,3,4,27,32,1.3
New York City,2020-08-10,310,234,5,4,35,31,1.28
New York City,2020-08-11,263,244,4,4,26,29,1.29
New York City,2020-08-12,320,248,1,4,36,29,1.28
New York City,2020-08-13,277,246,3,3,40,30,1.27
New York City,2020-08-14,278,249,3,3,41,32,1.28
New York City,2020-08-15,151,247,4,3,24,33,1.27
New York City,2020-08-16,140,248,5,4,24,32,1.25
New York City,2020-08-17,334,252,5,4,32,32,1.24
New York City,2020-08-18,284,255,1,3,43,34,1.21
New York City,2020-08-19,257,246,1,3,32,34,1.17
New York City,2020-08-20,226,239,6,4,36,33,1.14
New York City,2020-08-21,252,235,3,4,33,32,1.1
New York City,2020-08-22,136,233,5,4,26,32,1.09
New York City,2020-08-23,150,234,3,3,21,32,1.09
New York City,2020-08-24,299,229,8,4,33,32,1.07
New York City,2020-08-25,284,229,4,4,40,32,1.08
New York City,2020-08-26,313,237,6,5,26,31,1.1
New York City,2020-08-27,273,244,1,4,32,30,1.12
New York City,2020-08-28,279,248,5,5,23,29,1.12
New York City,2020-08-29,128,247,2,4,22,28,1.1
New York City,2020-08-30,184,251,4,4,19,28,1.13
New York City,2020-08-31,313,253,1,3,42,29,1.12
New York City,2020-09-01,296,255,3,3,22,27,1.12
New York City,2020-09-02,272,249,4,3,24,26,1.09
New York City,2020-09-03,273,249,5,3,21,25,1.07
New York City,2020-09-04,230,242,5,3,32,26,1.04
New York City,2020-09-05,156,246,3,4,21,26,1.05
New York City,2020-09-06,207,250,7,4,25,27,1.07
New York City,2020-09-07,218,236,1,4,25,24,1.14
New York City,2020-09-08,394,250,2,4,25,25,1.16
New York City,2020-09-09,353,262,1,3,29,25,1.18
New York City,2020-09-10,323,269,4,3,26,26,1.2
New York City,2020-09-11,312,280,4,3,34,26,1.24
New York City,2020-09-12,202,287,4,3,14,25,1.29
New York City,2020-09-13,254,294,3,3,16,24,1.34
New York City,2020-09-14,436,325,5,3,31,25,1.31
New York City,2020-09-15,338,317,3,3,31,26,1.3
New York City,2020-09-16,367,319,6,4,49,29,1.32
New York City,2020-09-17,354,323,4,4,27,29,1.33
New York City,2020-09-18,282,319,3,4,39,30,1.33
New York City,2020-09-19,157,313,5,4,22,31,1.31
New York City,2020-09-20,157,299,5,4,23,32,1.23
New York City,2020-09-21,512,310,3,4,24,31,1.27
New York City,2020-09-22,404,319,3,4,33,31,1.3
New York City,2020-09-23,528,342,4,4,42,30,1.33
New York City,2020-09-24,475,359,3,4,35,31,1.37
New York City,2020-09-25,454,384,4,4,49,33,1.45
New York City,2020-09-26,279,401,5,4,32,34,1.5
New York City,2020-09-27,382,433,2,3,32,35,1.72
New York City,2020-09-28,435,422,3,3,37,37,1.68
New York City,2020-09-29,686,463,7,4,48,39,1.78
New York City,2020-09-30,582,470,8,5,55,41,1.83
New York City,2020-10-01,614,490,5,5,38,42,1.88
New York City,2020-10-02,596,511,3,5,47,41,1.89
New York City,2020-10-03,276,510,5,5,26,40,1.88
New York City,2020-10-04,335,503,7,5,45,42,1.76
New York City,2020-10-05,764,550,0,5,54,45,1.83
New York City,2020-10-06,567,533,3,4,52,45,1.75
New York City,2020-10-07,543,528,4,4,45,44,1.68
New York City,2020-10-08,522,515,6,4,43,45,1.62
New York City,2020-10-09,524,504,2,4,59,46,1.61
New York City,2020-10-10,311,509,4,4,40,48,1.65
New York City,2020-10-11,281,502,7,4,45,48,1.7
New York City,2020-10-12,514,466,8,5,50,48,1.67
New York City,2020-10-13,589,469,4,5,56,48,1.7
New York City,2020-10-14,577,474,6,5,60,50,1.74
New York City,2020-10-15,601,485,8,6,74,55,1.76
New York City,2020-10-16,502,482,7,6,48,53,1.75
New York City,2020-10-17,366,490,6,7,39,53,1.83
New York City,2020-10-18,412,509,4,6,42,53,1.91
New York City,2020-10-19,623,524,7,6,60,54,1.91
New York City,2020-10-20,600,526,6,6,76,57,1.91
New York City,2020-10-21,652,537,5,6,49,55,1.91
New York City,2020-10-22,753,558,3,5,47,52,1.97
New York City,2020-10-23,601,572,4,5,60,53,2
New York City,2020-10-24,384,575,1,4,50,55,2.01
New York City,2020-10-25,360,568,9,5,44,55,1.97
New York City,2020-10-26,693,578,4,5,57,55,1.99
New York City,2020-10-27,737,597,8,5,45,50,2.03
New York City,2020-10-28,782,616,4,5,45,50,2.06
New York City,2020-10-29,616,596,4,5,50,50,2.03
New York City,2020-10-30,650,603,10,6,57,50,2.04
New York City,2020-10-31,405,606,4,6,49,50,2.07
New York City,2020-11-01,497,626,12,7,46,50,2.06
New York City,2020-11-02,951,663,10,7,62,51,2.1
New York City,2020-11-03,902,686,12,8,78,55,2.19
New York City,2020-11-04,1109,733,9,9,64,58,2.26
New York City,2020-11-05,1136,807,9,9,81,62,2.36
New York City,2020-11-06,1035,862,10,9,56,62,2.47
New York City,2020-11-07,843,925,13,11,58,64,2.71
New York City,2020-11-08,788,966,7,10,60,66,3.02
New York City,2020-11-09,1542,1051,4,9,79,68,3.16
New York City,2020-11-10,1589,1149,7,8,79,68,3.23
New York City,2020-11-11,1534,1210,9,8,96,73,3.37
New York City,2020-11-12,1499,1261,16,9,75,72,3.4
New York City,2020-11-13,1493,1327,5,9,84,76,3.48
New York City,2020-11-14,1025,1353,9,8,91,81,3.49
New York City,2020-11-15,894,1368,14,9,91,85,3.46
New York City,2020-11-16,1825,1408,10,10,119,91,3.47
New York City,2020-11-17,1725,1428,10,10,93,93,3.47
New York City,2020-11-18,1744,1458,10,11,108,94,3.43
New York City,2020-11-19,1857,1509,9,10,121,101,3.51
New York City,2020-11-20,1770,1549,7,10,129,107,3.53
New York City,2020-11-21,1286,1586,11,10,109,110,3.48
New York City,2020-11-22,1147,1622,10,10,113,113,3.42
New York City,2020-11-23,2312,1692,13,10,141,116,3.49
New York City,2020-11-24,2071,1741,16,11,121,120,3.6
New York City,2020-11-25,2361,1829,13,11,124,123,3.79
New York City,2020-11-26,803,1679,7,11,148,126,4.34
New York City,2020-11-27,2292,1753,15,12,156,130,4.69
New York City,2020-11-28,1784,1824,13,12,116,131,5.07
New York City,2020-11-29,1722,1906,15,13,152,137,5.55
New York City,2020-11-30,2794,1975,18,14,171,141,5.71
New York City,2020-12-01,3138,2128,20,14,192,151,5.92
New York City,2020-12-02,2997,2219,27,16,154,156,5.98
New York City,2020-12-03,2875,2515,18,18,185,161,5.69
New York City,2020-12-04,2802,2587,25,19,186,165,5.61
New York City,2020-12-05,1876,2601,23,21,152,170,5.62
New York City,2020-12-06,1748,2604,21,22,168,173,5.66
New York City,2020-12-07,3304,2677,18,22,222,180,5.73
New York City,2020-12-08,3046,2664,22,22,217,183,5.71
New York City,2020-12-09,3093,2678,27,22,252,197,5.77
New York City,2020-12-10,3134,2715,25,23,226,203,5.86
New York City,2020-12-11,2966,2738,30,24,231,210,5.96
New York City,2020-12-12,2198,2784,34,25,212,218,6.1
New York City,2020-12-13,2169,2844,25,26,207,224,6.34
New York City,2020-12-14,3568,2882,30,28,237,226,6.4
New York City,2020-12-15,3666,2971,32,29,221,227,6.54
New York City,2020-12-16,2780,2926,39,31,195,218,6.54
New York City,2020-12-17,1920,2752,34,32,213,217,6.6
New York City,2020-12-18,3428,2818,39,33,247,219,6.63
New York City,2020-12-19,2554,2869,30,33,229,221,6.68
New York City,2020-12-20,2349,2895,29,33,235,225,6.61
New York City,2020-12-21,4331,3004,41,35,314,236,6.73
New York City,2020-12-22,4090,3065,52,38,268,243,6.87
New York City,2020-12-23,3819,3213,39,38,281,255,7.13
New York City,2020-12-24,3005,3368,39,38,276,264,7.43
New York City,2020-12-25,1045,3028,39,38,265,267,8.33
New York City,2020-12-26,3432,3153,35,39,256,271,8.8
New York City,2020-12-27,2874,3228,42,41,251,273,9.11
New York City,2020-12-28,5346,3373,43,41,329,275,9.45
New York City,2020-12-29,5187,3530,49,41,296,279,9.77
New York City,2020-12-30,4944,3690,40,41,295,281,9.99
New York City,2020-12-31,3365,3742,41,41,283,282,10.01
New York City,2021-01-01,1304,3779,37,41,283,285,10.02
New York City,2021-01-02,4145,3881,56,44,293,290,10.01
New York City,2021-01-03,3422,3959,37,43,296,296,10.08
New York City,2021-01-04,6477,4121,60,46,346,299,10.02
New York City,2021-01-05,6076,4248,66,48,335,304,9.98
New York City,2021-01-06,5595,4341,60,51,334,310,9.89
New York City,2021-01-07,5332,4622,52,53,344,319,9.85
New York City,2021-01-08,5205,5179,61,56,328,325,9.25
New York City,2021-01-09,3603,5101,73,58,302,326,9.23
New York City,2021-01-10,3134,5060,50,60,305,328,9.29
New York City,2021-01-11,5755,4957,58,60,366,331,9.25
New York City,2021-01-12,5090,4816,72,61,373,336,9.11
New York City,2021-01-13,5024,4735,65,62,412,347,9.1
New York City,2021-01-14,5071,4697,64,63,386,353,9.13
New York City,2021-01-15,4652,4618,62,63,392,362,9.18
New York City,2021-01-16,3377,4586,66,62,354,370,9.23
New York City,2021-01-17,2843,4545,56,63,329,373,9.24
New York City,2021-01-18,4491,4364,72,65,411,380,9.45
New York City,2021-01-19,4995,4350,76,66,340,375,9.36
New York City,2021-01-20,4725,4308,70,67,352,366,9.37
New York City,2021-01-21,4758,4263,61,66,382,366,9.28
New York City,2021-01-22,4534,4246,76,68,398,367,9.2
