city,comparable,date,new_cases_raw,new_cases_7dayMA,new_cases_per1M_raw,new_cases_per1M_7dayMA,new_deaths_raw,new_deaths_7dayMA,new_deaths_per10M_raw,new_deaths_per10M_7dayMA
Columbus,0,2020-04-30,225,109.714285714286,17.1716400824239,8.37321878304859,2,3.85714285714286,15.2636800732657,29.4370972841552
Columbus,0,2020-05-01,148,117.285714285714,11.2951232542166,8.95105810010794,3,4,22.8955201098985,30.5273601465313
Columbus,0,2020-05-02,109,122.714285714286,8.31870563992979,9.36535798781086,2,4,15.2636800732657,30.5273601465313
Columbus,0,2020-05-03,207,137.571428571429,15.79790887583,10.499231364682,1,3.71428571428571,7.63184003663283,28.3468344217791
Columbus,0,2020-05-04,83,140.428571428571,6.33442723040525,10.7172839371572,5,3.85714285714286,38.1592001831642,29.4370972841552
Columbus,0,2020-05-05,109,143.857142857143,8.31870563992979,10.9789470241275,3,3.57142857142857,22.8955201098985,27.256571559403
Columbus,0,2020-05-06,140,145.857142857143,10.684576051286,11.1315838248602,12,4,91.582080439594,30.5273601465313
Columbus,0,2020-05-07,140,133.714285714286,10.684576051286,10.2048603918405,8,4.85714285714286,61.0547202930627,37.068937320788
Columbus,0,2020-05-08,238,146.571428571429,18.1637792871861,11.186096967979,1,4.57142857142857,7.63184003663283,34.8884115960358
Columbus,0,2020-05-09,95,144.571428571429,7.25024803480119,11.0334601672463,6,5.14285714285714,45.791040219797,39.2494630455403
Columbus,0,2020-05-10,67,124.571428571429,5.113332824544,9.50709215991976,5,5.71428571428571,38.1592001831642,43.6105144950448
Columbus,0,2020-05-11,104,127.571428571429,7.93711363809815,9.73604736101874,5,5.71428571428571,38.1592001831642,43.6105144950448
Columbus,0,2020-05-12,121,129.285714285714,9.23452644432573,9.86687890450387,14,7.28571428571429,106.84576051286,55.6034059811821
Columbus,0,2020-05-13,111,125.142857142857,8.47134244066244,9.5507026744148,10,7,76.3184003663283,53.4228802564298
Columbus,0,2020-05-14,114,121.428571428571,8.70029764176143,9.26723433019701,2,6.14285714285714,15.2636800732657,46.8813030821731
Columbus,0,2020-05-15,103,102.142857142857,7.86079523773182,7.79537946598925,6,6.85714285714286,45.791040219797,52.3326173940537
Columbus,0,2020-05-16,90,101.428571428571,6.86865603296955,7.74086632287045,13,7.85714285714286,99.2139204762268,59.9644574306865
Columbus,0,2020-05-17,73,102.285714285714,5.57124322674197,7.80628209461301,1,7.28571428571429,7.63184003663283,55.6034059811821
Columbus,0,2020-05-18,81,99,6.18179042967259,7.5555216362665,7,7.57142857142857,53.4228802564298,57.7839317059343
Columbus,0,2020-05-19,132,100.571428571429,10.0740288483553,7.67545055112788,16,7.85714285714286,122.109440586125,59.9644574306865
Columbus,0,2020-05-20,87,97.1428571428572,6.63970083187056,7.41378746415761,7,7.42857142857143,53.4228802564298,56.6936688435582
Columbus,0,2020-05-21,92,94,7.02129283370221,7.17392963443486,5,7.85714285714286,38.1592001831642,59.9644574306865
Columbus,0,2020-05-22,111,95.1428571428571,8.47134244066244,7.26115066342495,10,8.42857142857143,76.3184003663283,64.325508880191
Columbus,0,2020-05-23,101,96.7142857142857,7.70815843699916,7.38107957828632,9,7.85714285714286,68.6865603296955,59.9644574306865
Columbus,0,2020-05-24,91,99.2857142857143,6.94497443333588,7.57732689351403,4,8.28571428571429,30.5273601465313,63.2352460178149
Columbus,0,2020-05-25,122,105.142857142857,9.31084484469205,8.02433466708824,9,8.57142857142857,68.6865603296955,65.4157717425671
Columbus,0,2020-05-26,104,101.142857142857,7.93711363809815,7.71906106562292,2,6.57142857142857,15.2636800732657,50.1520916693015
Columbus,0,2020-05-27,72,99,5.49492482637564,7.5555216362665,4,6.14285714285714,30.5273601465313,46.8813030821731
Columbus,0,2020-05-28,80,97.2857142857143,6.10547202930627,7.42469009278137,10,6.85714285714286,76.3184003663283,52.3326173940537
Columbus,0,2020-05-29,108,96.8571428571429,8.24238723956346,7.39198220691009,3,5.85714285714286,22.8955201098985,44.7007773574209
Columbus,0,2020-05-30,99,96.5714285714286,7.5555216362665,7.37017694966256,4,5.14285714285714,30.5273601465313,39.2494630455403
Columbus,0,2020-05-31,89,96.2857142857143,6.79233763260322,7.34837169241504,2,4.85714285714286,15.2636800732657,37.068937320788
Columbus,0,2020-06-01,71,89,5.41860642600931,6.79233763260322,9,4.85714285714286,68.6865603296955,37.068937320788
Columbus,0,2020-06-02,63,83.1428571428572,4.80805922307868,6.34532985902901,8,5.71428571428571,61.0547202930627,43.6105144950448
Columbus,0,2020-06-03,116,89.4285714285714,8.85293444249409,6.8250455184745,11,6.71428571428571,83.9502404029612,51.2423545316776
Columbus,0,2020-06-04,104,92.8571428571429,7.93711363809815,7.08670860544477,3,5.71428571428571,22.8955201098985,43.6105144950448
